Enh,Replica,Cell,Deg,NPeaks,MeanTON,MeanToff,ActTime,MeanFluor,Nbursts
enhDOWN_interp,1,100,277.21518987341767,8,2.0,10.857142857142858,92.0,267.66727069351225,8
enhDOWN_interp,1,101,179.74683544303798,9,2.7777777777777777,12.0,121.0,420.364093959732,9
enhDOWN_interp,1,102,436.70886075949363,8,1.875,15.428571428571429,123.0,293.8957270693508,8
enhDOWN_interp,1,103,472.15189873417717,2,3.0,8.0,14.0,184.67912751677804,2
enhDOWN_interp,1,104,197.46835443037975,7,2.4285714285714284,5.5,50.0,254.11340044742775,7
enhDOWN_interp,1,105,170.88607594936707,5,1.6,15.0,68.0,192.16760626398118,5
enhDOWN_interp,1,106,268.3544303797468,5,1.6,7.0,36.0,215.96098434004574,5
enhDOWN_interp,1,107,117.72151898734177,2,1.5,30.0,33.0,146.76883668903815,2
enhDOWN_interp,1,108,259.49367088607596,8,1.75,13.285714285714286,107.0,252.11156599552575,8
enhDOWN_interp,1,109,135.44303797468353,7,2.142857142857143,12.0,87.0,264.5012080536903,7
enhDOWN_interp,1,110,197.46835443037975,4,2.25,10.0,39.0,216.08463087248333,4
enhDOWN_interp,1,111,108.86075949367088,4,2.5,16.0,58.0,201.2563758389256,4
enhDOWN_interp,1,112,489.87341772151893,3,1.3333333333333333,7.5,19.0,170.2214317673379,3
enhDOWN_interp,1,113,135.44303797468353,10,2.4,10.0,114.0,308.90525727069365,10
enhDOWN_interp,1,114,294.9367088607595,9,2.4444444444444446,12.5,122.0,362.5787695749437,9
enhDOWN_interp,1,115,144.30379746835442,2,2.5,31.0,36.0,151.57637583892614,2
enhDOWN_interp,1,116,117.72151898734177,2,1.0,10.0,12.0,131.02657718120807,2
enhDOWN_interp,1,117,286.0759493670886,4,2.0,20.666666666666668,70.0,154.47483221476523,4
enhDOWN_interp,1,118,179.74683544303798,4,2.5,10.0,40.0,190.59633109619693,4
enhDOWN_interp,1,119,108.86075949367088,3,1.6666666666666667,37.5,80.0,169.65185682326603,3
enhDOWN_interp,1,120,197.46835443037975,4,1.75,14.666666666666666,51.0,159.6751901565996,4
enhDOWN_interp,1,121,374.6835443037974,2,1.5,77.0,80.0,148.33581655480967,2
enhDOWN_interp,1,122,144.30379746835442,6,1.5,8.333333333333334,59.0,184.5263087248323,6
enhDOWN_interp,1,123,162.0253164556962,8,3.0,8.714285714285714,85.0,316.9565324384783,8
enhDOWN_interp,1,124,516.4556962025316,1,2.0,,2.0,182.18400447427345,1
