Exp,Cell,TimeMin,Signal,Smoothed,Pred,State,Threshold
enhUP_raw,1,34.666666666666664,2.7845,2.0874195709659977,1.0466455696202532,1.0,0.23
enhUP_raw,1,35.0,2.4855,2.7696064899923423,1.2795569620253164,1.0,0.23
enhUP_raw,1,35.333333333333336,1.831,2.227723193407595,1.5124683544303796,0.0,0.23
enhUP_raw,1,35.666666666666664,0.44,1.0695702557639142,1.2795569620253164,0.0,0.23
enhUP_raw,1,36.0,0.831,0.5957315862626883,1.0466455696202532,0.0,0.23
enhUP_raw,1,36.333333333333336,0.062,0.44179712025828427,0.8137341772151899,0.0,0.23
enhUP_raw,1,36.666666666666664,0.522,0.2765334610633272,0.5808227848101267,0.0,0.23
enhUP_raw,2,0.0,0.145,0.059991653414173715,0.115,0.0,0.23
enhUP_raw,2,0.3333333333333333,0.3445,0.2712588133649849,0.115,0.0,0.23
enhUP_raw,2,0.6666666666666666,0.07,0.21688791826026382,0.115,0.0,0.23
enhUP_raw,2,1.0,0.118,0.07690370995800092,0.115,0.0,0.23
enhUP_raw,2,1.3333333333333333,0.1155,0.12365154243823104,0.115,0.0,0.23
enhUP_raw,2,1.6666666666666667,0.049,0.044631160652456744,0.115,0.0,0.23
enhUP_raw,2,2.0,0.642,0.34453260925791057,0.115,1.0,0.23
enhUP_raw,2,2.3333333333333335,0.592,0.6670169441349004,0.3479113924050633,1.0,0.23
enhUP_raw,2,2.6666666666666665,0.395,0.5045714916035573,0.5808227848101266,0.0,0.23
enhUP_raw,2,3.0,0.174,0.27626246057736076,0.3479113924050633,0.0,0.23
enhUP_raw,2,3.3333333333333335,0.1065,0.12155293253591291,0.115,0.0,0.23
enhUP_raw,2,3.6666666666666665,0.1805,0.14475820589621693,0.115,0.0,0.23
enhUP_raw,2,4.0,0.092,0.1435816478167498,0.115,0.0,0.23
enhUP_raw,2,4.333333333333333,0.0495,0.06368920297028277,0.115,0.0,0.23
enhUP_raw,2,4.666666666666667,0.0725,0.05205309457922826,0.115,0.0,0.23
enhUP_raw,2,5.0,0.172,0.13453708958246352,0.115,0.0,0.23
enhUP_raw,2,5.333333333333333,0.0,0.0878377217203408,0.115,0.0,0.23
enhUP_raw,2,5.666666666666667,0.07,0.018248347864060155,0.115,0.0,0.23
enhUP_raw,2,6.0,0.164,0.12626187912568365,0.115,0.0,0.23
enhUP_raw,2,6.333333333333333,0.0865,0.13145316627562234,0.115,0.0,0.23
enhUP_raw,2,6.666666666666667,0.082,0.0708731157130703,0.115,0.0,0.23
enhUP_raw,2,7.0,0.2175,0.15845060396065153,0.115,0.0,0.23
enhUP_raw,2,7.333333333333333,0.075,0.15552386736672918,0.115,0.0,0.23
enhUP_raw,2,7.666666666666667,0.064,0.06237287538225846,0.115,0.0,0.23
enhUP_raw,2,8.0,0.0345,0.04295777155179082,0.115,0.0,0.23
enhUP_raw,2,8.333333333333334,0.1225,0.08045579236073834,0.115,0.0,0.23
enhUP_raw,2,8.666666666666666,0.0615,0.0924381940041168,0.115,0.0,0.23
enhUP_raw,2,9.0,0.143,0.10468755790311504,0.115,0.0,0.23
enhUP_raw,2,9.333333333333334,0.044,0.09864589702411787,0.115,0.0,0.23
enhUP_raw,2,9.666666666666666,0.0435,0.03497150577097897,0.115,0.0,0.23
enhUP_raw,2,10.0,0.0835,0.06015219570381437,0.115,0.0,0.23
enhUP_raw,2,10.333333333333334,0.136,0.1191296285590981,0.115,0.0,0.23
enhUP_raw,2,10.666666666666666,0.0275,0.08328557405850454,0.115,0.0,0.23
enhUP_raw,2,11.0,0.055,0.02456780166110761,0.115,0.0,0.23
enhUP_raw,2,11.333333333333334,0.211,0.13846735331971244,0.115,0.0,0.23
enhUP_raw,2,11.666666666666666,0.1515,0.19246702907245586,0.115,0.0,0.23
enhUP_raw,2,12.0,0.1305,0.13949588341979074,0.115,0.0,0.23
enhUP_raw,2,12.333333333333334,0.096,0.1144213625614783,0.115,0.0,0.23
enhUP_raw,2,12.666666666666666,0.0555,0.06734681960307767,0.115,0.0,0.23
enhUP_raw,2,13.0,0.154,0.10466722503003184,0.115,0.0,0.23
enhUP_raw,2,13.333333333333334,0.1145,0.13944897300836628,0.115,0.0,0.23
enhUP_raw,2,13.666666666666666,0.13,0.11418884789516083,0.115,0.0,0.23
enhUP_raw,2,14.0,0.2165,0.15291648198663804,0.115,0.0,0.23
enhUP_raw,2,14.333333333333334,0.554,0.39774997968364906,0.115,1.0,0.23
